Name,Brand,Hits,Fans,year,dimensions,weight,displaysize,displayresolution,memoryslot,internalmemory,cam1modules,cam2modules,bluetooth,batdescription1,price
Thuraya SG-2520,THURAYA,285045,18,"2007, March",138.5 x 53 x 18.8 mm (5.45 x 2.09 x 0.74 in),170 g (6.00 oz),"1.9 inches, 11.4 cm2 (~15.5% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),SD ( 128 MB included ),128MB,1.3 MP,No,1.1,Removable Li-Ion 1280 mAh battery,
