Name,Brand,Hits,Fans,year,dimensions,weight,displaysize,displayresolution,memoryslot,internalmemory,cam1modules,cam2modules,bluetooth,batdescription1,price
Casio G'zOne CA-201L,CASIO,609692,32,"2013, March. Released 2013, May",129.9 x 68.1 x 13.7 mm (5.11 x 2.68 x 0.54 in),173.8 g (6.10 oz),"4.0 inches, 45.5 cm2 (~51.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",1.3 MP,"4.0, A2DP","Li-Ion 1800 mAh, removable",About 270 EUR
Casio G'zOne Commando,CASIO,552397,22,"2011, April. Released 2011, April",129 x 65.5 x 15.2 mm (5.08 x 2.58 x 0.60 in),154 g (5.43 oz),"3.6 inches, 36.9 cm2 (~43.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)","microSDHC (dedicated slot), 8 GB included",1GB 512MB RAM,"5 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1460 mAh battery,About 300 EUR
Casio G'zOne Ravine 2,CASIO,243152,14,"2011, November. Released 2011, November",109.9 x 50.5 x 21.1 mm (4.33 x 1.99 x 0.83 in),138 g (4.87 oz),"2.2 inches, 15.0 cm2 (~27.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",microSDHC (dedicated slot),512MB 256MB RAM,"3.15 MP, AF",No,"3.0, A2DP",Removable Li-Ion 1150 mAh battery,About 210 EUR
Casio G'zOne Ravine,CASIO,133265,12,"2010, October. Released 2010, October",109.2 x 53.3 x 20.3 mm (4.30 x 2.10 x 0.80 in),131 g (4.62 oz),"2.2 inches, 15.0 cm2 (~25.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",microSD (dedicated slot),512MB 192MB RAM,"3.15 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1140 mAh battery,
Casio G'zOne Brigade,CASIO,204979,18,"2010, February. Released 2011, March",112.8 x 56.2 x 24.6 mm (4.44 x 2.21 x 0.97 in),170 g (6.00 oz),"2.9 inches, 23.9 cm2 (~37.8% screen-to-body ratio)","400 x 240 pixels, 5:3 ratio (~161 ppi density)",microSDHC (dedicated slot),"256MB (123MB user available), 192MB RAM","3.15 MP, AF",No,"2.1, A2DP, EDR",Removable Li-Ion 1440 mAh battery,
