Name,Brand,Hits,Fans,year,dimensions,weight,displaysize,displayresolution,memoryslot,internalmemory,cam1modules,cam2modules,bluetooth,batdescription1,price
AT&T Quickfire,AT&T,303690,12,"2008, November. Released 2008, November",109 x 56 x 18 mm (4.29 x 2.20 x 0.71 in),136 g (4.80 oz),"2.8 inches, 24.3 cm2 (~39.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",microSD (dedicated slot),29MB,1.3 MP,No,"1.2, A2DP",Removable Li-Ion 1200 mAh battery,
AT&T SMT5700,AT&T,128221,11,"2007, November",112 x 60 x 14 mm (4.41 x 2.36 x 0.55 in),,,"320 x 240 pixels, 4:3 ratio",microSD (dedicated slot),,2 MP,No,"1.2, A2DP",Removable Li-Ion battery,
AT&T Mustang,AT&T,116956,10,"2007, October. Released 2007, October",102 x 50 x 19.9 mm (4.02 x 1.97 x 0.78 in),110 g (3.88 oz),"2.2 inches, 15.0 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",microSD (dedicated slot),"64MB RAM, 128MB ROM",1.3 MP,No,"1.2, A2DP",Removable Li-Po 1320 mAh battery,
AT&T 8525,AT&T,167880,13,"2006, June",113 x 58 x 22 mm (4.45 x 2.28 x 0.87 in),176 g (6.21 oz),"2.8 inches, 42 x 57 mm, 24.3 cm2 (~37.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",microSDHC (dedicated slot),"64MB RAM, 128MB ROM",2 MP,No,"2.0, A2DP",Removable Li-Po 1350 mAh battery,
