Name,Brand,Hits,Fans,year,dimensions,weight,displaysize,displayresolution,memoryslot,internalmemory,cam1modules,cam2modules,bluetooth,batdescription1,price
Yota YotaPhone 3,YOTA,495644,78,"2017, August. Released 2017, September",153.6 x 75.2 x 7.9 mm (6.05 x 2.96 x 0.31 in),170 g (6.00 oz),"5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",No,"64GB 4GB RAM, 128GB 4GB RAM","12 MP, f/1.9, AF","13 MP, f/2.2","4.2, A2DP, LE","Li-Po 3300 mAh, non-removable",About 310 EUR
Yota YotaPhone 2,YOTA,1483182,121,"2014, February. Released 2014, December",144.9 x 69.4 x 9 mm (5.70 x 2.73 x 0.35 in),145 g (5.11 oz),"5.0 inches, 68.6 cm2 (~68.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~442 ppi density)",No,32GB 2GB RAM,"8 MP, AF",2.1 MP,"4.0, A2DP","Li-Ion 2500 mAh, non-removable",About 150 EUR
Yota YotaPhone,YOTA,328797,31,"2012, December. Released 2013, November",133.6 x 67 x 10 mm (5.26 x 2.64 x 0.39 in),146 g (5.15 oz),"4.3 inches, 51.0 cm2 (~56.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",No,32GB 2GB RAM,"13 MP, AF",1 MP,"4.0, A2DP, LE","Li-Ion 1800 mAh, non-removable",About 420 EUR
